author_id,created_at,text,tokens,filtered_tokens,stemmed_text,term,cluster
KaburAjaDulu,2025-02-16T05:06:05.000Z,"banyak juga mentionan ads dari buzzer judi online, gue blok2in semua  salah satu lagi alasan pengen #KaburAjaDulu   Judi online yang dampaknya sistemik kok kaya gak bisa diberesin  ya udah lah mungkin emang #GaKetolong kali ye","banyak, juga, mentionan, ads, dari, buzzer, judi, online, ,, gue, blok2in, semua, salah, satu, lagi, alasan, pengen, #, KaburAjaDulu, Judi, online, yang, dampaknya, sistemik, kok, kaya, gak, bisa, diberesin, ya, udah, lah, mungkin, emang, #, GaKetolong, kali, ye","mentionan, ads, buzzer, judi, online, ,, gue, blok2in, salah, alasan, pengen, #, KaburAjaDulu, Judi, online, dampaknya, sistemik, kaya, gak, diberesin, ya, udah, emang, #, GaKetolong, kali, ye",banyak juga mentionan ads dari buzzer judi online gue blok2in semua salah satu lagi alas ken kaburajadulu judi online yang dampak sistemik kok kaya gak bisa resin ya udah lah mungkin emang gaketolong kali ye,"banyak,juga,mentionan,ads,dari,buzzer,judi,online,gue,blok2in,semua,salah,satu,lagi,alas,ken,kaburajadulu,judi,online,yang,dampak,sistemik,kok,kaya,gak,bisa,resin,ya,udah,lah,mungkin,emang,gaketolong,kali,ye",0
KaburAjaDulu,2025-02-16T05:04:00.000Z,yang udah cape kena bau pengguna transum gara2 AC gak dingin atau rusak boleh coba untuk #KaburAjaDulu ke negara yang sepanjang tahun dingin supaya relatif terhindar dari bau walaupun cuma relatif yang penting hidup jadi lebih baik,"yang, udah, cape, kena, bau, pengguna, transum, gara2, AC, gak, dingin, atau, rusak, boleh, coba, untuk, #, KaburAjaDulu, ke, negara, yang, sepanjang, tahun, dingin, supaya, relatif, terhindar, dari, bau, walaupun, cuma, relatif, yang, penting, hidup, jadi, lebih, baik","udah, cape, kena, bau, pengguna, transum, gara2, AC, gak, dingin, rusak, coba, #, KaburAjaDulu, negara, dingin, relatif, terhindar, bau, relatif, hidup",yang udah cape kena bau guna transum gara2 ac gak dingin atau rusak boleh coba untuk kaburajadulu ke negara yang panjang tahun dingin supaya relatif hindar dari bau walaupun cuma relatif yang penting hidup jadi lebih baik,"yang,udah,cape,kena,bau,guna,transum,gara2,ac,gak,dingin,atau,rusak,boleh,coba,untuk,kaburajadulu,ke,negara,yang,panjang,tahun,dingin,supaya,relatif,hindar,dari,bau,walaupun,cuma,relatif,yang,penting,hidup,jadi,lebih,baik",0
KaburAjaDulu,2025-02-16T03:54:15.000Z,"yang bikin lagu berani banget, gak kepikiran #KaburAjaDulu ??","yang, bikin, lagu, berani, banget, ,, gak, kepikiran, #, KaburAjaDulu, ?, ?","bikin, lagu, berani, banget, ,, gak, kepikiran, #, KaburAjaDulu, ?, ?",yang bikin lagu berani banget gak pikir kaburajadulu,"yang,bikin,lagu,berani,banget,gak,pikir,kaburajadulu",0
KaburAjaDulu,2025-02-16T02:45:01.000Z,"nah ini bener, makanya yang belum punya anak bisa coba #KaburAjaDulu cari negara yang sekolahan negerinya bisa bikin anak kita menyelesaikan soal seperti ini tanpa harus coret2 kertas supaya bisa kuasai analisis pola, critical thinking dan hubungan antar konsep https://x.com/bijibesiolahaa/bijibesiolahaan/status/1890797964483801090…","nah, ini, bener, ,, makanya, yang, belum, punya, anak, bisa, coba, #, KaburAjaDulu, cari, negara, yang, sekolahan, negerinya, bisa, bikin, anak, kita, menyelesaikan, soal, seperti, ini, tanpa, harus, coret2, kertas, supaya, bisa, kuasai, analisis, pola, ,, critical, thinking, dan, hubungan, antar, konsep, https, :, //x.com/bijibesiolahaa/bijibesiolahaan/status/1890797964483801090…","bener, ,, anak, coba, #, KaburAjaDulu, cari, negara, sekolahan, negerinya, bikin, anak, menyelesaikan, coret2, kertas, kuasai, analisis, pola, ,, critical, thinking, hubungan, konsep, https, :, //x.com/bijibesiolahaa/bijibesiolahaan/status/1890797964483801090…",nah ini bener makanya yang belum punya anak bisa coba kaburajadulu cari negara yang sekolah negeri bisa bikin anak kita selesai soal seperti ini tanpa harus coret2 kertas supaya bisa kuasa analisis pola critical thinking dan hubung antar konsep https x com bijibesiolahaa bijibesiolahaan status 1890797964483801090,"nah,ini,bener,makanya,yang,belum,punya,anak,bisa,coba,kaburajadulu,cari,negara,yang,sekolah,negeri,bisa,bikin,anak,kita,selesai,soal,seperti,ini,tanpa,harus,coret2,kertas,supaya,bisa,kuasa,analisis,pola,critical,thinking,dan,hubung,antar,konsep,https,x,com,bijibesiolahaa,bijibesiolahaan,status,1890797964483801090",0
KaburAjaDulu,2025-02-16T02:42:31.000Z,yuk #KaburDuluAja cari tempat yang model beginian sedikit jumlahnya,"yuk, #, KaburDuluAja, cari, tempat, yang, model, beginian, sedikit, jumlahnya","yuk, #, KaburDuluAja, cari, model",yuk kaburduluaja cari tempat yang model begini sedikit jumlah,"yuk,kaburduluaja,cari,tempat,yang,model,begini,sedikit,jumlah",0
KaburAjaDulu,2025-02-15T14:42:38.000Z,Berawal dari budhe2 ngejelekin orang yg pengen Kabur Aja Dulu - terus owalah moment ternyata dia yg nemenin Erina & Kaesang di Eropa - berlanjut ada org nagih budhe tsb belum bayar utang Give Away mukena.  Cuma di X memang. ,"Berawal, dari, budhe2, ngejelekin, orang, yg, pengen, Kabur, Aja, Dulu, -, terus, owalah, moment, ternyata, dia, yg, nemenin, Erina, &, Kaesang, di, Eropa, -, berlanjut, ada, org, nagih, budhe, tsb, belum, bayar, utang, Give, Away, mukena, ., Cuma, di, X, memang, .","budhe2, ngejelekin, orang, yg, pengen, Kabur, Aja, -, owalah, moment, yg, nemenin, Erina, &, Kaesang, Eropa, -, berlanjut, org, nagih, budhe, tsb, bayar, utang, Give, Away, mukena, ., X, .",awal dari budhe2 ngejelekin orang yg ken kabur aja dulu - terus owalah moment nyata dia yg nemenin erina kaesang di eropa - lanjut ada org nagih budhe tsb belum bayar utang give away mukena cuma di x memang,"awal,dari,budhe2,ngejelekin,orang,yg,ken,kabur,aja,dulu,-,terus,owalah,moment,nyata,dia,yg,nemenin,erina,kaesang,di,eropa,-,lanjut,ada,org,nagih,budhe,tsb,belum,bayar,utang,give,away,mukena,cuma,di,x,memang",0
KaburAjaDulu,2025-02-15T10:38:50.000Z,"Video yang dihapus oleh tiktok, ditonton lebih dari 3 juta penonton dalam kurang dari 2 hari...  Sepertinya ada yg kebakaran guys....  #KaburAjaDulu  #KaburAjaDulu","Video, yang, dihapus, oleh, tiktok, ,, ditonton, lebih, dari, 3, juta, penonton, dalam, kurang, dari, 2, hari, ..., Sepertinya, ada, yg, kebakaran, guys, ...., #, KaburAjaDulu, #, KaburAjaDulu","Video, dihapus, tiktok, ,, ditonton, 3, juta, penonton, 2, ..., yg, kebakaran, guys, ...., #, KaburAjaDulu, #, KaburAjaDulu",video yang hapus oleh tiktok tonton lebih dari 3 juta tonton dalam kurang dari 2 hari seperti ada yg bakar guys kaburajadulu kaburajadulu,"video,yang,hapus,oleh,tiktok,tonton,lebih,dari,3,juta,tonton,dalam,kurang,dari,2,hari,seperti,ada,yg,bakar,guys,kaburajadulu,kaburajadulu",0
KaburAjaDulu,2025-02-15T17:29:50.000Z,"KKN (Korupsi, Nepotisme, Kolusi) sudah jadi kanker di tubuh ibu pertiwi.. belum lagi Mafia mafia, ormas ormas serta hukum tumpul.. serta aturan yang kurang memihak ke rakyat.. lapangan kerja yang terbatas.. ini masalah yang berulang-ulang tidak ada selesainya.","KKN, (, Korupsi, ,, Nepotisme, ,, Kolusi, ), sudah, jadi, kanker, di, tubuh, ibu, pertiwi, .., belum, lagi, Mafia, mafia, ,, ormas, ormas, serta, hukum, tumpul, .., serta, aturan, yang, kurang, memihak, ke, rakyat, .., lapangan, kerja, yang, terbatas, .., ini, masalah, yang, berulang-ulang, tidak, ada, selesainya, .","KKN, (, Korupsi, ,, Nepotisme, ,, Kolusi, ), kanker, tubuh, pertiwi, .., Mafia, mafia, ,, ormas, ormas, hukum, tumpul, .., aturan, rakyat, .., lapangan, kerja, terbatas, .., berulang-ulang, selesainya, .",kkn korupsi nepotisme kolusi sudah jadi kanker di tubuh ibu pertiwi belum lagi mafia mafia ormas ormas serta hukum tumpul serta atur yang kurang pihak ke rakyat lapang kerja yang batas ini masalah yang ulang tidak ada selesai,"kkn,korupsi,nepotisme,kolusi,sudah,jadi,kanker,di,tubuh,ibu,pertiwi,belum,lagi,mafia,mafia,ormas,ormas,serta,hukum,tumpul,serta,atur,yang,kurang,pihak,ke,rakyat,lapang,kerja,yang,batas,ini,masalah,yang,ulang,tidak,ada,selesai",0
KaburAjaDulu,2025-02-15T18:15:07.000Z,Slah satu yg bikin passport Indonesia lemah pekerja 62+ yg ilegal d negara lain  @KaburAjaDulu,"Slah, satu, yg, bikin, passport, Indonesia, lemah, pekerja, 62+, yg, ilegal, d, negara, lain, @, KaburAjaDulu","Slah, yg, bikin, passport, Indonesia, lemah, pekerja, 62+, yg, ilegal, d, negara, @, KaburAjaDulu",slah satu yg bikin passport indonesia lemah kerja 62 yg ilegal d negara lain kaburajadulu,"slah,satu,yg,bikin,passport,indonesia,lemah,kerja,62,yg,ilegal,d,negara,lain,kaburajadulu",0
KaburAjaDulu,2025-02-15T15:05:10.000Z,"kalo yang seneng liat kekerasan di jalan masih bisa kok ke US, road rage karena rebutan jalan atau songong2an  tapi ngapain liat orang ribut gara2 tukang palak yang seharusnya kan kriminal gitu ditangkap oleh..  ah pokoknya #KaburAjaDulu","kalo, yang, seneng, liat, kekerasan, di, jalan, masih, bisa, kok, ke, US, ,, road, rage, karena, rebutan, jalan, atau, songong2an, tapi, ngapain, liat, orang, ribut, gara2, tukang, palak, yang, seharusnya, kan, kriminal, gitu, ditangkap, oleh, .., ah, pokoknya, #, KaburAjaDulu","kalo, seneng, liat, kekerasan, jalan, US, ,, road, rage, rebutan, jalan, songong2an, ngapain, liat, orang, ribut, gara2, tukang, palak, kriminal, gitu, ditangkap, .., ah, pokoknya, #, KaburAjaDulu",kalo yang neng liat keras di jalan masih bisa kok ke us road rage karena rebut jalan atau songong2an tapi ngapain liat orang ribut gara2 tukang palak yang harus kan kriminal gitu tangkap oleh ah pokok kaburajadulu,"kalo,yang,neng,liat,keras,di,jalan,masih,bisa,kok,ke,us,road,rage,karena,rebut,jalan,atau,songong2an,tapi,ngapain,liat,orang,ribut,gara2,tukang,palak,yang,harus,kan,kriminal,gitu,tangkap,oleh,ah,pokok,kaburajadulu",0
KaburAjaDulu,2025-02-15T04:20:54.000Z,"#KaburDuluAja Gerakan memboikot Pemerintah  Tapi butuh Pemerintah untuk keluarkan paspor mereka.  Kan kontradiktif.  Kalau mau lebih bernas, #KaburAjaDulu itu kaya pengungsi Afrika atau Suriah atau Kuba. Nyebrang laut rame2 tanpa dokumen","#, KaburDuluAja, Gerakan, memboikot, Pemerintah, Tapi, butuh, Pemerintah, untuk, keluarkan, paspor, mereka, ., Kan, kontradiktif, ., Kalau, mau, lebih, bernas, ,, #, KaburAjaDulu, itu, kaya, pengungsi, Afrika, atau, Suriah, atau, Kuba, ., Nyebrang, laut, rame2, tanpa, dokumen","#, KaburDuluAja, Gerakan, memboikot, Pemerintah, butuh, Pemerintah, keluarkan, paspor, ., kontradiktif, ., bernas, ,, #, KaburAjaDulu, kaya, pengungsi, Afrika, Suriah, Kuba, ., Nyebrang, laut, rame2, dokumen",kaburduluaja gera boikot perintah tapi butuh perintah untuk keluar paspor mereka kan kontradiktif kalau mau lebih bernas kaburajadulu itu kaya ungsi afrika atau suriah atau kuba nyebrang laut rame2 tanpa dokumen,"kaburduluaja,gera,boikot,perintah,tapi,butuh,perintah,untuk,keluar,paspor,mereka,kan,kontradiktif,kalau,mau,lebih,bernas,kaburajadulu,itu,kaya,ungsi,afrika,atau,suriah,atau,kuba,nyebrang,laut,rame2,tanpa,dokumen",0
KaburAjaDulu,2025-02-15T01:18:41.000Z,"Gue sih senang banyak yang mau #KaburAjaDulu. Daripada kalian cuma jadi jago kandang, kurang wawasan. Merantaulah. Rasakan jadi minoritas di negara2 maju. Biar bisa menghargai perbedaan. Ayo buruan, hap hap!","Gue, sih, senang, banyak, yang, mau, #, KaburAjaDulu, ., Daripada, kalian, cuma, jadi, jago, kandang, ,, kurang, wawasan, ., Merantaulah, ., Rasakan, jadi, minoritas, di, negara2, maju, ., Biar, bisa, menghargai, perbedaan, ., Ayo, buruan, ,, hap, hap, !","Gue, sih, senang, #, KaburAjaDulu, ., jago, kandang, ,, wawasan, ., Merantaulah, ., Rasakan, minoritas, negara2, maju, ., Biar, menghargai, perbedaan, ., Ayo, buruan, ,, hap, hap, !",gue sih senang banyak yang mau kaburajadulu daripada kalian cuma jadi jago kandang kurang wawas rantau rasa jadi minoritas di negara2 maju biar bisa harga beda ayo buru hap hap,"gue,sih,senang,banyak,yang,mau,kaburajadulu,daripada,kalian,cuma,jadi,jago,kandang,kurang,wawas,rantau,rasa,jadi,minoritas,di,negara2,maju,biar,bisa,harga,beda,ayo,buru,hap,hap",0
KaburAjaDulu,2025-02-15T07:56:31.000Z,Pelopor #KaburAjaDulu itu bangsa China. Penyebabnya apa? Ya mencari kehidupan lebih baik. Look at them now.,"Pelopor, #, KaburAjaDulu, itu, bangsa, China, ., Penyebabnya, apa, ?, Ya, mencari, kehidupan, lebih, baik, ., Look, at, them, now, .","Pelopor, #, KaburAjaDulu, bangsa, China, ., Penyebabnya, ?, Ya, mencari, kehidupan, ., Look, at, them, now, .",pelopor kaburajadulu itu bangsa china sebab apa ya cari hidup lebih baik look at them now,"pelopor,kaburajadulu,itu,bangsa,china,sebab,apa,ya,cari,hidup,lebih,baik,look,at,them,now",0
KaburAjaDulu,2025-02-15T13:32:00.000Z,"udahlah, yuk kita bawa anak2 kita, #KaburAjaDulu cari sekolahan yang gak pake seragam dan sekolahannya gak merangkap jadi fashion police","udahlah, ,, yuk, kita, bawa, anak2, kita, ,, #, KaburAjaDulu, cari, sekolahan, yang, gak, pake, seragam, dan, sekolahannya, gak, merangkap, jadi, fashion, police","udahlah, ,, yuk, bawa, anak2, ,, #, KaburAjaDulu, cari, sekolahan, gak, pake, seragam, sekolahannya, gak, merangkap, fashion, police",udahlah yuk kita bawa anak2 kita kaburajadulu cari sekolah yang gak pake seragam dan sekolah gak rangkap jadi fashion police,"udahlah,yuk,kita,bawa,anak2,kita,kaburajadulu,cari,sekolah,yang,gak,pake,seragam,dan,sekolah,gak,rangkap,jadi,fashion,police",0
KaburAjaDulu,2025-02-15T02:24:17.000Z,"pantesan mbaknya #KaburAjaDulu ke Taiwan, sehat2 mbaknya","pantesan, mbaknya, #, KaburAjaDulu, ke, Taiwan, ,, sehat2, mbaknya","pantesan, mbaknya, #, KaburAjaDulu, Taiwan, ,, sehat2, mbaknya",pantesan mbak kaburajadulu ke taiwan sehat2 mbak,"pantesan,mbak,kaburajadulu,ke,taiwan,sehat2,mbak",0
KaburAjaDulu,2025-02-15T01:22:56.000Z,"Sambil ngacung pisau di depan 15 anak TK yang sedang latihan drum band, dua preman  minta jatah kopi dan rokok kpd guru di sana.  Kejadian di Permata Pamulang, Jumat (14/2).   Sepertinya preman ini merasa jadi bang jago cm karena warna celana. Dia suka warna orange kayaknya.","Sambil, ngacung, pisau, di, depan, 15, anak, TK, yang, sedang, latihan, drum, band, ,, dua, preman, minta, jatah, kopi, dan, rokok, kpd, guru, di, sana, ., Kejadian, di, Permata, Pamulang, ,, Jumat, (, 14/2, ), ., Sepertinya, preman, ini, merasa, jadi, bang, jago, cm, karena, warna, celana, ., Dia, suka, warna, orange, kayaknya, .","ngacung, pisau, 15, anak, TK, latihan, drum, band, ,, preman, jatah, kopi, rokok, kpd, guru, ., Kejadian, Permata, Pamulang, ,, Jumat, (, 14/2, ), ., preman, bang, jago, cm, warna, celana, ., suka, warna, orange, kayaknya, .",sambil ngacung pisau di depan 15 anak tk yang sedang latih drum band dua preman minta jatah kopi dan rokok kpd guru di sana jadi di permata pamulang jumat 14 2 seperti preman ini rasa jadi bang jago cm karena warna celana dia suka warna orange kayak,"sambil,ngacung,pisau,di,depan,15,anak,tk,yang,sedang,latih,drum,band,dua,preman,minta,jatah,kopi,dan,rokok,kpd,guru,di,sana,jadi,di,permata,pamulang,jumat,14,2,seperti,preman,ini,rasa,jadi,bang,jago,cm,karena,warna,celana,dia,suka,warna,orange,kayak",0
KaburAjaDulu,2025-02-13T23:09:24.000Z,"damn gue di korea baru 2 hari, pori2 udah mengecil dan muka jadi kerasa lebih alus. emang semua salah pemerintah kalo negara isinya polusi yang bikin kulit jelek ","damn, gue, di, korea, baru, 2, hari, ,, pori2, udah, mengecil, dan, muka, jadi, kerasa, lebih, alus, ., emang, semua, salah, pemerintah, kalo, negara, isinya, polusi, yang, bikin, kulit, jelek","damn, gue, korea, 2, ,, pori2, udah, mengecil, muka, kerasa, alus, ., emang, salah, pemerintah, kalo, negara, isinya, polusi, bikin, kulit, jelek",damn gue di korea baru 2 hari pori2 udah kecil dan muka jadi rasa lebih alus emang semua salah perintah kalo negara isi polusi yang bikin kulit jelek,"damn,gue,di,korea,baru,2,hari,pori2,udah,kecil,dan,muka,jadi,rasa,lebih,alus,emang,semua,salah,perintah,kalo,negara,isi,polusi,yang,bikin,kulit,jelek",0
KaburAjaDulu,2025-02-15T02:10:16.000Z,"Can confirm si. Selaku warga desa rasa kota kecil banyak orang2 tetangga lulusan SMK langsung tembak ke jepun, ada jg yg di jerman tapi kebanyakan jepun  Apalah privelese2. Ambisi ada dan mau gerak. Imigran kyk sudono salim dari karyawan pabrik krupuk sampe jadi konglo pun jadi","Can, confirm, si, ., Selaku, warga, desa, rasa, kota, kecil, banyak, orang2, tetangga, lulusan, SMK, langsung, tembak, ke, jepun, ,, ada, jg, yg, di, jerman, tapi, kebanyakan, jepun, Apalah, privelese2, ., Ambisi, ada, dan, mau, gerak, ., Imigran, kyk, sudono, salim, dari, karyawan, pabrik, krupuk, sampe, jadi, konglo, pun, jadi","Can, confirm, si, ., warga, desa, kota, orang2, tetangga, lulusan, SMK, langsung, tembak, jepun, ,, jg, yg, jerman, kebanyakan, jepun, Apalah, privelese2, ., Ambisi, gerak, ., Imigran, kyk, sudono, salim, karyawan, pabrik, krupuk, sampe, konglo",can confirm si selaku warga desa rasa kota kecil banyak orang2 tetangga lulus smk langsung tembak ke jepun ada jg yg di jerman tapi banyak jepun apa privelese2 ambisi ada dan mau gerak imigran kyk sudono salim dari karyawan pabrik krupuk sampe jadi konglo pun jadi,"can,confirm,si,selaku,warga,desa,rasa,kota,kecil,banyak,orang2,tetangga,lulus,smk,langsung,tembak,ke,jepun,ada,jg,yg,di,jerman,tapi,banyak,jepun,apa,privelese2,ambisi,ada,dan,mau,gerak,imigran,kyk,sudono,salim,dari,karyawan,pabrik,krupuk,sampe,jadi,konglo,pun,jadi",0
KaburAjaDulu,2025-02-14T10:05:42.000Z,"Maen lu pada di twitter aja sih. Pada bacot klo #KaburAjaDulu isinya kelas menengah privilese.  Nongkrong sebulan ampe 6 bulan di LPK, Pare, kursus bahasa Online dulu deh.  Dari Au Pair, Ausbildung sampe Tokutei Ginou, anak2 SMK-SMA di kota2 kecil malah lebih fasih manfaatin ini.","Maen, lu, pada, di, twitter, aja, sih, ., Pada, bacot, klo, #, KaburAjaDulu, isinya, kelas, menengah, privilese, ., Nongkrong, sebulan, ampe, 6, bulan, di, LPK, ,, Pare, ,, kursus, bahasa, Online, dulu, deh, ., Dari, Au, Pair, ,, Ausbildung, sampe, Tokutei, Ginou, ,, anak2, SMK-SMA, di, kota2, kecil, malah, lebih, fasih, manfaatin, ini, .","Maen, lu, twitter, aja, sih, ., bacot, klo, #, KaburAjaDulu, isinya, kelas, menengah, privilese, ., Nongkrong, sebulan, ampe, 6, LPK, ,, Pare, ,, kursus, bahasa, Online, deh, ., Au, Pair, ,, Ausbildung, sampe, Tokutei, Ginou, ,, anak2, SMK-SMA, kota2, fasih, manfaatin, .",maen lu pada di twitter aja sih pada bacot klo kaburajadulu isi kelas tengah privilese nongkrong bulan ampe 6 bulan di lpk pare kursus bahasa online dulu deh dari au pair ausbildung sampe tokutei ginou anak2 smk-sma di kota2 kecil malah lebih fasih manfaatin ini,"maen,lu,pada,di,twitter,aja,sih,pada,bacot,klo,kaburajadulu,isi,kelas,tengah,privilese,nongkrong,bulan,ampe,6,bulan,di,lpk,pare,kursus,bahasa,online,dulu,deh,dari,au,pair,ausbildung,sampe,tokutei,ginou,anak2,smk-sma,di,kota2,kecil,malah,lebih,fasih,manfaatin,ini",0
KaburAjaDulu,2025-02-14T04:38:32.000Z,Coba aja indonesia kayak gini juga yaa  pasti ga ada tuh tagar #KaburAjaDulu,"Coba, aja, indonesia, kayak, gini, juga, yaa, pasti, ga, ada, tuh, tagar, #, KaburAjaDulu","Coba, aja, indonesia, kayak, gini, yaa, ga, tuh, tagar, #, KaburAjaDulu",coba aja indonesia kayak gin juga yaa pasti ga ada tuh tagar kaburajadulu,"coba,aja,indonesia,kayak,gin,juga,yaa,pasti,ga,ada,tuh,tagar,kaburajadulu",0
KaburAjaDulu,2025-02-15T02:14:26.000Z,banyaknya bapa-bapa yang hobi main tentara2an ini kayaknya masuk top20 alasan kenapa banyak orang pengen #KaburAjaDulu,"banyaknya, bapa-bapa, yang, hobi, main, tentara2an, ini, kayaknya, masuk, top20, alasan, kenapa, banyak, orang, pengen, #, KaburAjaDulu","banyaknya, bapa-bapa, hobi, main, tentara2an, kayaknya, masuk, top20, alasan, orang, pengen, #, KaburAjaDulu",banyak bapa yang hobi main tentara2an ini kayak masuk top20 alas kenapa banyak orang ken kaburajadulu,"banyak,bapa,yang,hobi,main,tentara2an,ini,kayak,masuk,top20,alas,kenapa,banyak,orang,ken,kaburajadulu",0
KaburAjaDulu,2025-02-15T02:13:13.000Z,"lu tau gak apa yang sedih?  sedih karena mudah banget cari bahan twit untuk akun ini, scroll dikit pasti nemu sesuatu yang bisa banget jadi bahan twit #KaburAjaDulu   kayaknya emang #GaKetolong   sedih banget sih  #KaburAjaDulu","lu, tau, gak, apa, yang, sedih, ?, sedih, karena, mudah, banget, cari, bahan, twit, untuk, akun, ini, ,, scroll, dikit, pasti, nemu, sesuatu, yang, bisa, banget, jadi, bahan, twit, #, KaburAjaDulu, kayaknya, emang, #, GaKetolong, sedih, banget, sih, #, KaburAjaDulu","lu, tau, gak, sedih, ?, sedih, mudah, banget, cari, bahan, twit, akun, ,, scroll, dikit, nemu, banget, bahan, twit, #, KaburAjaDulu, kayaknya, emang, #, GaKetolong, sedih, banget, sih, #, KaburAjaDulu",lu tau gak apa yang sedih sedih karena mudah banget cari bahan twit untuk akun ini scroll dikit pasti nemu sesuatu yang bisa banget jadi bahan twit kaburajadulu kayak emang gaketolong sedih banget sih kaburajadulu,"lu,tau,gak,apa,yang,sedih,sedih,karena,mudah,banget,cari,bahan,twit,untuk,akun,ini,scroll,dikit,pasti,nemu,sesuatu,yang,bisa,banget,jadi,bahan,twit,kaburajadulu,kayak,emang,gaketolong,sedih,banget,sih,kaburajadulu",0
KaburAjaDulu,2025-02-15T02:11:51.000Z,kirain investasi yang signifikan itu pendidikan  ehe ehe ehe ehe  #KaburAjaDulu,"kirain, investasi, yang, signifikan, itu, pendidikan, ehe, ehe, ehe, ehe, #, KaburAjaDulu","kirain, investasi, signifikan, pendidikan, ehe, ehe, ehe, ehe, #, KaburAjaDulu",kirain investasi yang signifikan itu didik ehe ehe ehe ehe kaburajadulu,"kirain,investasi,yang,signifikan,itu,didik,ehe,ehe,ehe,ehe,kaburajadulu",1
KaburAjaDulu,2025-02-15T02:11:25.000Z,yang males ngapalin lobang di jalan raya mungkin bisa #KaburAjaDulu cari negara yang lobang di jalan rayanya minim https://x.com/fxmario/status/fxmario/status/1889970662745551330…,"yang, males, ngapalin, lobang, di, jalan, raya, mungkin, bisa, #, KaburAjaDulu, cari, negara, yang, lobang, di, jalan, rayanya, minim, https, :, //x.com/fxmario/status/fxmario/status/1889970662745551330…","males, ngapalin, lobang, jalan, raya, #, KaburAjaDulu, cari, negara, lobang, jalan, rayanya, minim, https, :, //x.com/fxmario/status/fxmario/status/1889970662745551330…",yang males ngapalin lobang di jalan raya mungkin bisa kaburajadulu cari negara yang lobang di jalan raya minim https x com fxmario status fxmario status 1889970662745551330,"yang,males,ngapalin,lobang,di,jalan,raya,mungkin,bisa,kaburajadulu,cari,negara,yang,lobang,di,jalan,raya,minim,https,x,com,fxmario,status,fxmario,status,1889970662745551330",0
KaburAjaDulu,2025-02-14T15:45:22.000Z,"Ada beberapa alasan saya pindah kewarganegaraan jadi WNS. Dan saya yakin sudah banyak yang tahun benefits dari hidup di Singapore.   Alasan paling kuat yaitu ""PASSPORT"". Yang mau #KaburAjaDulu boleh simak.  From Dis.                                 To Dis.","Ada, beberapa, alasan, saya, pindah, kewarganegaraan, jadi, WNS, ., Dan, saya, yakin, sudah, banyak, yang, tahun, benefits, dari, hidup, di, Singapore, ., Alasan, paling, kuat, yaitu, ``, PASSPORT, '', ., Yang, mau, #, KaburAjaDulu, boleh, simak, ., From, Dis, ., To, Dis, .","alasan, pindah, kewarganegaraan, WNS, ., benefits, hidup, Singapore, ., Alasan, kuat, ``, PASSPORT, '', ., #, KaburAjaDulu, simak, ., From, Dis, ., To, Dis, .",ada beberapa alas saya pindah kewarganegaraan jadi wns dan saya yakin sudah banyak yang tahun benefits dari hidup di singapore alas paling kuat yaitu passport yang mau kaburajadulu boleh simak from dis to dis,"ada,beberapa,alas,saya,pindah,kewarganegaraan,jadi,wns,dan,saya,yakin,sudah,banyak,yang,tahun,benefits,dari,hidup,di,singapore,alas,paling,kuat,yaitu,passport,yang,mau,kaburajadulu,boleh,simak,from,dis,to,dis",0
KaburAjaDulu,2025-02-14T17:38:02.000Z,Info loker diluar negri #kaburajadulu,"Info, loker, diluar, negri, #, kaburajadulu","Info, loker, diluar, negri, #, kaburajadulu",info loker luar negri kaburajadulu,"info,loker,luar,negri,kaburajadulu",1
KaburAjaDulu,2025-02-14T13:50:50.000Z,ya udah #KaburAjaDulu cari yang pertumbuhan investasi dan ekonominya lebih baik demi kebahagiaan keluarga terdekat,"ya, udah, #, KaburAjaDulu, cari, yang, pertumbuhan, investasi, dan, ekonominya, lebih, baik, demi, kebahagiaan, keluarga, terdekat","ya, udah, #, KaburAjaDulu, cari, pertumbuhan, investasi, ekonominya, kebahagiaan, keluarga, terdekat",ya udah kaburajadulu cari yang tumbuh investasi dan ekonomi lebih baik demi bahagia keluarga dekat,"ya,udah,kaburajadulu,cari,yang,tumbuh,investasi,dan,ekonomi,lebih,baik,demi,bahagia,keluarga,dekat",0
KaburAjaDulu,2025-02-14T12:42:47.000Z,yok disimak supaya bisa #KaburAjaDulu,"yok, disimak, supaya, bisa, #, KaburAjaDulu","yok, disimak, #, KaburAjaDulu",yok simak supaya bisa kaburajadulu,"yok,simak,supaya,bisa,kaburajadulu",1
KaburAjaDulu,2025-02-14T12:20:35.000Z,nah ini hal yang juga mendorong banyak sekali rakyatnya yang kepikiran untuk #KaburAjaDulu,"nah, ini, hal, yang, juga, mendorong, banyak, sekali, rakyatnya, yang, kepikiran, untuk, #, KaburAjaDulu","mendorong, rakyatnya, kepikiran, #, KaburAjaDulu",nah ini hal yang juga dorong banyak sekali rakyat yang pikir untuk kaburajadulu,"nah,ini,hal,yang,juga,dorong,banyak,sekali,rakyat,yang,pikir,untuk,kaburajadulu",0
